r,0.30,0.33,0.62,0.65,0.353
a,0.59,9.93,0.25, ,0.355
g,0.01,-0.03,0.02, ,0.359
r,0.30,0.33,0.62,0.65,0.362
a,0.55,9.96,0.25, ,0.365
g,-0.01,-0.02,0.02, ,0.369
r,0.30,0.33,0.62,0.65,0.372
a,0.59,9.96,0.25, ,0.376
g,-0.04,-0.02,0.01, ,0.381
r,0.30,0.33,0.62,0.65,0.384
a,0.59,9.93,0.25, ,0.388
g,-0.04,-0.01,0.01, ,0.390
r,0.30,0.33,0.62,0.65,0.393
a,0.55,9.85,0.29, ,0.397
g,-0.02,0.00,0.00, ,0.400
r,0.30,0.33,0.62,0.65,0.402
a,0.55,9.77,0.29, ,0.406
g,0.03,0.00,-0.00, ,0.410
r,0.30,0.33,0.62,0.65,0.413
a,0.55,9.89,0.33, ,0.416
g,0.06,0.01,-0.01, ,0.420
r,0.30,0.33,0.62,0.65,0.422
a,0.59,9.93,0.25, ,0.426
g,0.06,0.02,-0.01, ,0.429
r,0.30,0.33,0.62,0.65,0.432
a,0.55,10.00,0.33, ,0.436
g,0.05,0.01,-0.01, ,0.441
r,0.30,0.33,0.62,0.65,0.443
a,0.55,10.08,0.29, ,0.448
g,0.03,0.01,-0.00, ,0.450
r,0.30,0.33,0.62,0.65,0.453
a,0.55,10.00,0.37, ,0.458
g,0.01,0.02,0.01, ,0.460
r,0.30,0.33,0.62,0.65,0.463
a,0.55,10.00,0.33, ,0.465
g,0.01,0.02,0.01, ,0.469
r,0.30,0.33,0.62,0.65,0.472
a,0.55,9.89,0.29, ,0.475
g,0.02,0.01,0.01, ,0.479
r,0.30,0.33,0.62,0.65,0.482
a,0.52,9.89,0.33, ,0.485
g,0.04,0.01,0.00, ,0.490
r,0.30,0.33,0.62,0.65,0.492
a,0.52,9.85,0.29, ,0.495
g,0.06,0.02,-0.01, ,0.499
r,0.30,0.33,0.62,0.65,0.502
a,0.52,9.89,0.29, ,0.505
a,0.55,9.92,0.25, ,0.509
g,0.08,0.02,-0.02, ,0.511
r,0.30,0.33,0.62,0.65,0.514
a,0.52,10.04,0.33, ,0.517
g,0.08,0.03,-0.02, ,0.520
r,0.30,0.33,0.62,0.65,0.522
a,0.52,10.04,0.33, ,0.526
g,0.08,0.02,-0.02, ,0.529
r,0.30,0.33,0.62,0.65,0.532
a,0.52,10.08,0.33, ,0.535
g,0.08,0.02,-0.02, ,0.540
r,0.30,0.33,0.62,0.65,0.542
a,0.48,10.15,0.25, ,0.546
a,0.48,10.00,0.25, ,0.549
g,0.05,0.01,-0.01, ,0.553
r,0.30,0.33,0.62,0.65,0.556
g,0.04,0.01,-0.01, ,0.560
r,0.30,0.33,0.62,0.64,0.562
a,0.44,9.93,0.25, ,0.565
g,0.05,0.00,-0.02, ,0.569
r,0.30,0.33,0.62,0.64,0.572
a,0.48,9.81,0.22, ,0.574
g,0.06,-0.01,-0.05, ,0.579
r,0.30,0.33,0.62,0.64,0.582
a,0.44,9.77,0.18, ,0.585
a,0.44,9.89,0.14, ,0.588
g,0.06,-0.01,-0.06, ,0.591
r,0.30,0.33,0.62,0.64,0.594
a,0.52,9.89,0.10, ,0.596
g,0.05,-0.01,-0.07, ,0.599
r,0.30,0.33,0.62,0.64,0.602
a,0.48,9.96,0.10, ,0.606
g,0.04,0.00,-0.06, ,0.610
r,0.30,0.33,0.62,0.64,0.613
a,0.52,10.00,0.18, ,0.617
g,0.01,-0.00,-0.05, ,0.621
r,0.30,0.33,0.62,0.64,0.624
a,0.48,10.04,0.22, ,0.629
g,-0.01,-0.02,-0.03, ,0.631
r,0.30,0.33,0.62,0.64,0.634
a,0.52,9.96,0.22, ,0.637
g,-0.03,-0.03,-0.02, ,0.640
r,0.30,0.33,0.62,0.64,0.643
a,0.52,9.92,0.22, ,0.646
g,-0.02,-0.03,-0.01, ,0.650
r,0.30,0.33,0.62,0.64,0.653
a,0.55,10.00,0.25, ,0.655
g,-0.02,-0.03,-0.02, ,0.660
r,0.30,0.33,0.62,0.64,0.662
a,0.55,10.00,0.22, ,0.665
a,0.55,9.96,0.14, ,0.668
g,-0.03,-0.03,-0.02, ,0.672
r,0.30,0.33,0.62,0.64,0.675
a,0.55,9.92,0.10, ,0.679
g,-0.03,-0.01,-0.01, ,0.681
r,0.30,0.33,0.62,0.64,0.684
a,0.59,9.93,0.10, ,0.686
g,-0.03,-0.00,0.00, ,0.690
r,0.30,0.33,0.62,0.64,0.692
a,0.55,9.93,0.18, ,0.695
g,-0.03,0.00,0.01, ,0.699
r,0.30,0.33,0.62,0.64,0.702
a,0.55,9.89,0.25, ,0.704
a,0.52,9.93,0.18, ,0.709
g,-0.01,0.00,0.01, ,0.711
r,0.30,0.33,0.62,0.64,0.714
a,0.55,9.92,0.22, ,0.716
g,0.01,0.00,0.00, ,0.719
r,0.30,0.33,0.62,0.64,0.722
a,0.55,9.96,0.22, ,0.725
g,0.01,0.01,0.00, ,0.729
r,0.30,0.33,0.62,0.64,0.734
a,0.52,10.00,0.18, ,0.736
g,0.00,0.03,0.00, ,0.740
r,0.30,0.33,0.62,0.64,0.743
a,0.52,9.96,0.22, ,0.747
a,0.48,9.96,0.25, ,0.750
g,0.00,0.03,0.00, ,0.752
r,0.30,0.33,0.62,0.64,0.755
a,0.48,10.00,0.29, ,0.759
g,-0.02,0.03,-0.00, ,0.762
r,0.30,0.33,0.62,0.64,0.764
a,0.48,9.96,0.22, ,0.767
g,-0.02,0.02,-0.00, ,0.770
r,0.30,0.33,0.62,0.64,0.773
a,0.44,10.00,0.22, ,0.775
g,-0.04,0.02,-0.01, ,0.780
r,0.30,0.33,0.62,0.64,0.783
a,0.48,9.88,0.22, ,0.785
a,0.48,9.84,0.22, ,0.788
g,-0.01,0.02,-0.01, ,0.793
r,0.30,0.33,0.62,0.64,0.795
g,0.01,0.02,-0.02, ,0.800
r,0.30,0.33,0.62,0.64,0.802
a,0.44,9.93,0.22, ,0.805
a,0.48,9.96,0.18, ,0.808
g,0.02,0.02,-0.02, ,0.811
r,0.30,0.33,0.62,0.64,0.813
a,0.48,9.88,0.25, ,0.816
g,0.01,0.00,-0.02, ,0.820
r,0.30,0.33,0.62,0.64,0.823
a,0.48,9.93,0.25, ,0.825
a,0.48,9.96,0.22, ,0.829
g,-0.01,0.01,-0.02, ,0.831
r,0.30,0.33,0.62,0.64,0.834
a,0.48,10.08,0.18, ,0.836
g,-0.04,0.01,-0.03, ,0.840
r,0.30,0.33,0.62,0.64,0.843
a,0.48,10.04,0.18, ,0.846
g,-0.05,0.03,-0.02, ,0.850
r,0.30,0.33,0.62,0.64,0.853
a,0.48,9.96,0.25, ,0.855
g,-0.04,0.02,-0.03, ,0.860
r,0.30,0.33,0.62,0.65,0.863
a,0.40,9.96,0.37, ,0.865
g,-0.01,0.00,-0.03, ,0.869
r,0.30,0.33,0.62,0.65,0.872
a,0.40,9.96,0.25, ,0.876
g,0.02,-0.02,-0.03, ,0.880
r,0.30,0.33,0.62,0.65,0.883
a,0.44,9.88,0.29, ,0.886
g,0.05,-0.03,-0.02, ,0.891
r,0.30,0.33,0.62,0.64,0.893
a,0.44,9.89,0.18, ,0.896
g,0.04,-0.04,-0.01, ,0.900
r,0.30,0.33,0.62,0.64,0.903
a,0.52,9.96,0.18, ,0.906
a,0.44,10.00,0.10, ,0.911
g,0.01,-0.02,-0.01, ,0.914
r,0.30,0.33,0.62,0.64,0.917
g,-0.03,0.00,-0.03, ,0.921
r,0.30,0.33,0.62,0.64,0.924
a,0.48,10.00,0.14, ,0.926
g,-0.04,0.06,-0.05, ,0.931
r,0.30,0.33,0.62,0.64,0.933
a,0.29,10.04,-0.43, ,0.936
g,-0.07,0.09,-0.06, ,0.940
r,0.30,0.33,0.62,0.64,0.943
a,0.48,9.84,0.56, ,0.946
a,0.52,9.62,0.10, ,0.950
g,-0.01,0.08,-0.08, ,0.952
r,0.30,0.33,0.62,0.65,0.955
g,0.03,0.10,-0.10, ,0.959
r,0.30,0.33,0.62,0.65,0.962
a,0.21,9.73,0.18, ,0.966
a,0.05,9.96,0.95, ,0.969
g,0.02,0.01,-0.10, ,0.973
r,0.30,0.33,0.62,0.64,0.976
g,-0.01,-0.04,-0.04, ,0.980
r,0.30,0.33,0.62,0.64,0.983
a,0.13,10.80,0.91, ,0.987
a,0.32,10.35,0.10, ,0.990
g,-0.08,-0.07,0.03, ,0.992
r,0.30,0.33,0.62,0.64,0.995
a,0.29,10.23,0.48, ,1.000
g,-0.18,-0.08,0.03, ,1.002
r,0.30,0.33,0.62,0.65,1.005
a,0.17,10.69,0.87, ,1.007
g,-0.38,-0.14,0.05, ,1.011
r,0.31,0.33,0.62,0.65,1.013
a,0.29,10.15,1.02, ,1.016
g,-0.53,-0.28,0.05, ,1.020
r,0.31,0.33,0.62,0.65,1.023
a,-0.06,10.15,1.86, ,1.025
g,-0.59,-0.49,0.05, ,1.030
r,0.31,0.33,0.61,0.65,1.032
a,0.52,9.96,1.18, ,1.036
g,-0.67,-0.42,0.08, ,1.040
r,0.31,0.33,0.61,0.65,1.043
a,0.82,10.38,-0.43, ,1.046
a,0.67,9.88,-0.59, ,1.050
g,-0.65,-0.22,0.08, ,1.052
r,0.31,0.33,0.61,0.65,1.055
a,0.59,9.43,0.06, ,1.060
g,-0.53,-0.09,0.09, ,1.062
r,0.31,0.33,0.61,0.65,1.065
a,0.55,9.24,0.25, ,1.067
g,-0.29,-0.03,0.08, ,1.070
r,0.31,0.33,0.60,0.65,1.073
a,0.48,8.93,0.29, ,1.076
g,-0.06,0.00,0.02, ,1.080
r,0.31,0.33,0.60,0.65,1.083
a,0.48,8.86,0.10, ,1.087
g,0.17,0.05,-0.06, ,1.090
r,0.31,0.33,0.60,0.65,1.093
a,0.59,9.24,-0.01, ,1.096
g,0.31,0.13,-0.11, ,1.100
r,0.31,0.33,0.60,0.65,1.103
a,0.67,9.66,0.10, ,1.105
a,0.55,9.80,0.45, ,1.110
g,0.32,0.17,-0.11, ,1.112
r,0.31,0.33,0.61,0.65,1.115
a,0.52,9.96,0.75, ,1.118
g,0.25,0.13,-0.12, ,1.121
r,0.31,0.33,0.61,0.65,1.123
a,0.63,10.15,0.68, ,1.126
g,0.13,0.10,-0.09, ,1.129
r,0.31,0.33,0.61,0.65,1.132
a,0.67,10.27,0.75, ,1.135
g,-0.02,0.06,-0.05, ,1.140
r,0.31,0.33,0.61,0.65,1.143
a,0.55,10.23,0.83, ,1.147
a,0.55,10.08,0.83, ,1.151
g,-0.13,0.02,-0.02, ,1.153
r,0.31,0.33,0.61,0.65,1.156
a,0.59,9.96,0.87, ,1.160
g,-0.16,-0.01,-0.02, ,1.162
r,0.31,0.33,0.61,0.65,1.165
a,0.40,10.00,0.98, ,1.168
g,-0.15,-0.05,-0.03, ,1.171
r,0.31,0.33,0.61,0.65,1.174
a,0.48,10.15,0.83, ,1.176
g,-0.11,-0.09,-0.01, ,1.181
r,0.31,0.33,0.61,0.65,1.183
a,0.52,10.15,0.45, ,1.186
g,-0.04,-0.05,0.03, ,1.190
r,0.31,0.33,0.61,0.65,1.193
a,0.55,10.04,0.18, ,1.197
g,0.02,0.01,0.05, ,1.200
r,0.31,0.33,0.61,0.65,1.204
a,0.52,9.84,0.18, ,1.208
g,0.05,0.03,0.04, ,1.211
r,0.31,0.33,0.61,0.65,1.214
a,0.44,9.73,0.33, ,1.216
g,0.04,0.04,0.00, ,1.221
r,0.31,0.33,0.61,0.65,1.224
a,0.40,9.54,0.48, ,1.226
g,0.03,0.04,-0.04, ,1.230
r,0.31,0.33,0.61,0.65,1.233
a,0.48,9.62,0.45, ,1.237
g,0.01,0.04,-0.06, ,1.241
r,0.31,0.33,0.61,0.65,1.244
a,0.52,9.81,0.48, ,1.247
a,0.44,9.89,0.52, ,1.251
g,0.03,0.05,-0.05, ,1.253
r,0.31,0.33,0.61,0.65,1.256
a,0.52,9.96,0.56, ,1.260
g,0.04,0.00,-0.05, ,1.262
r,0.31,0.33,0.61,0.65,1.267
g,0.02,0.01,-0.06, ,1.270
r,0.31,0.33,0.61,0.65,1.273
a,0.82,9.93,0.22, ,1.277
g,0.04,0.05,-0.07, ,1.281
r,0.31,0.32,0.61,0.65,1.284
a,0.59,9.80,0.52, ,1.287
a,0.48,9.89,0.68, ,1.291
g,0.03,0.03,-0.09, ,1.293
r,0.31,0.32,0.61,0.65,1.296
a,0.36,9.96,0.71, ,1.300
g,0.02,0.03,-0.09, ,1.303
r,0.31,0.32,0.61,0.65,1.305
a,0.29,10.08,0.75, ,1.308
g,0.04,0.02,-0.09, ,1.311
r,0.31,0.32,0.61,0.65,1.314
a,0.32,10.30,0.71, ,1.316
g,0.04,0.00,-0.07, ,1.321
r,0.32,0.32,0.61,0.65,1.323
a,0.40,10.23,0.64, ,1.328
g,0.07,0.01,-0.04, ,1.331
r,0.32,0.32,0.61,0.65,1.334
a,0.40,10.11,0.64, ,1.336
g,0.10,0.02,-0.02, ,1.341
r,0.32,0.32,0.61,0.65,1.343
a,0.32,10.04,0.68, ,1.346
a,0.36,10.00,0.68, ,1.350
g,0.10,0.02,0.00, ,1.353
r,0.32,0.32,0.61,0.65,1.356
a,0.32,9.73,0.71, ,1.359
g,0.05,0.00,0.01, ,1.361
r,0.31,0.32,0.61,0.65,1.364
a,0.36,9.42,0.64, ,1.367
g,0.00,-0.02,-0.01, ,1.370
r,0.31,0.32,0.61,0.65,1.373
a,0.44,9.35,0.52, ,1.375
g,-0.02,-0.02,-0.06, ,1.382
r,0.32,0.32,0.61,0.65,1.386
a,0.36,9.46,0.37, ,1.391
g,-0.03,-0.02,-0.11, ,1.393
r,0.32,0.32,0.61,0.65,1.396
a,0.32,9.62,0.41, ,1.399
g,0.02,-0.01,-0.15, ,1.402
r,0.32,0.32,0.61,0.65,1.404
a,0.44,9.84,0.37, ,1.407
g,0.07,0.00,-0.17, ,1.410
r,0.32,0.32,0.61,0.65,1.413
a,0.44,9.96,0.29, ,1.415
g,0.11,0.02,-0.17, ,1.421
r,0.32,0.32,0.61,0.65,1.423
a,0.44,9.93,0.22, ,1.426
a,0.36,10.00,0.33, ,1.428
g,0.16,0.06,-0.19, ,1.432
r,0.32,0.32,0.61,0.65,1.434
a,0.21,10.23,0.56, ,1.437
g,0.18,0.07,-0.18, ,1.440
r,0.32,0.32,0.61,0.65,1.445
a,0.13,10.34,0.75, ,1.448
g,0.16,0.04,-0.17, ,1.452
r,0.32,0.32,0.61,0.65,1.455
a,0.05,10.31,0.91, ,1.457
g,0.12,-0.02,-0.14, ,1.462
r,0.32,0.32,0.62,0.65,1.464
a,0.09,10.27,0.83, ,1.467
g,0.08,-0.05,-0.11, ,1.471
r,0.32,0.32,0.62,0.65,1.474
a,0.21,10.08,0.64, ,1.477
g,0.02,-0.07,-0.10, ,1.482
r,0.32,0.32,0.62,0.65,1.484
a,0.21,9.93,0.41, ,1.488
a,0.21,9.77,0.41, ,1.491
g,-0.02,-0.07,-0.11, ,1.494
r,0.32,0.32,0.62,0.65,1.496
a,0.29,9.58,0.29, ,1.501
g,-0.04,-0.05,-0.11, ,1.505
r,0.32,0.32,0.62,0.65,1.508
g,-0.03,-0.04,-0.13, ,1.511
r,0.32,0.32,0.62,0.65,1.514
a,0.25,9.54,0.25, ,1.517
g,0.00,-0.03,-0.16, ,1.522
r,0.32,0.32,0.62,0.64,1.525
a,0.29,9.50,0.22, ,1.528
a,0.32,9.50,0.06, ,1.531
g,0.05,0.01,-0.20, ,1.534
r,0.32,0.32,0.62,0.64,1.536
a,0.21,9.80,0.18, ,1.541
g,0.10,0.05,-0.23, ,1.543
r,0.32,0.32,0.62,0.64,1.546
a,0.09,10.00,0.33, ,1.548
g,0.15,0.08,-0.23, ,1.552
r,0.32,0.32,0.62,0.64,1.555
a,0.05,10.19,0.37, ,1.557
g,0.18,0.07,-0.22, ,1.562
r,0.32,0.32,0.62,0.64,1.566
a,0.05,10.35,0.25, ,1.571
g,0.17,0.07,-0.19, ,1.573
r,0.32,0.32,0.62,0.64,1.576
a,0.13,10.38,0.33, ,1.579
g,0.15,0.09,-0.15, ,1.583
r,0.32,0.32,0.62,0.64,1.585
a,0.05,10.49,0.45, ,1.589
a,-0.02,10.50,0.60, ,1.592
g,0.10,0.07,-0.10, ,1.595
r,0.32,0.31,0.62,0.64,1.597
g,0.03,0.04,-0.05, ,1.602
r,0.32,0.31,0.62,0.64,1.605
a,-0.06,10.46,0.64, ,1.607
a,-0.06,10.31,0.64, ,1.611
g,-0.05,0.00,-0.03, ,1.613
r,0.32,0.31,0.62,0.64,1.616
a,-0.14,10.08,0.52, ,1.618
g,-0.09,-0.03,-0.02, ,1.622
r,0.32,0.31,0.62,0.64,1.625
a,-0.02,9.93,0.29, ,1.628
a,0.02,9.77,0.25, ,1.632
g,-0.11,-0.01,-0.04, ,1.634
r,0.32,0.31,0.62,0.64,1.637
a,-0.06,9.66,0.45, ,1.642
g,-0.10,-0.01,-0.06, ,1.644
r,0.32,0.31,0.62,0.64,1.647
a,-0.02,9.62,0.48, ,1.650
g,-0.05,-0.01,-0.10, ,1.652
r,0.32,0.31,0.62,0.64,1.655
a,0.02,9.73,0.37, ,1.658
g,0.01,-0.01,-0.12, ,1.662
r,0.32,0.31,0.62,0.64,1.665
a,0.02,9.80,0.25, ,1.667
a,0.02,9.92,0.22, ,1.671
g,0.04,0.03,-0.11, ,1.673
r,0.32,0.31,0.62,0.64,1.676
a,-0.06,9.96,0.37, ,1.680
g,0.06,0.05,-0.11, ,1.683
r,0.33,0.31,0.62,0.64,1.686
a,-0.14,10.08,0.52, ,1.691
g,0.05,0.04,-0.11, ,1.693
r,0.33,0.31,0.62,0.64,1.696
a,-0.18,10.11,0.60, ,1.698
g,0.02,0.02,-0.11, ,1.703
r,0.33,0.31,0.62,0.64,1.705
a,-0.18,10.19,0.56, ,1.709
a,-0.14,10.31,0.48, ,1.712
g,0.01,-0.01,-0.10, ,1.715
r,0.33,0.31,0.62,0.64,1.717
g,0.02,-0.01,-0.07, ,1.722
r,0.33,0.31,0.62,0.64,1.725
a,-0.06,10.38,0.37, ,1.727
a,-0.02,10.34,0.33, ,1.730
g,0.01,0.01,-0.03, ,1.732
r,0.33,0.31,0.62,0.64,1.736
a,-0.06,10.19,0.33, ,1.739
g,0.00,0.01,-0.01, ,1.742
r,0.33,0.31,0.62,0.64,1.745
a,-0.10,10.04,0.33, ,1.749
a,-0.02,9.84,0.33, ,1.752
g,-0.04,0.01,-0.01, ,1.754
r,0.33,0.31,0.62,0.64,1.757
g,-0.05,0.00,-0.04, ,1.761
r,0.33,0.31,0.62,0.64,1.764
a,-0.10,9.66,0.37, ,1.767
a,-0.14,9.69,0.37, ,1.771
g,-0.04,-0.01,-0.07, ,1.773
r,0.33,0.31,0.62,0.64,1.776
a,-0.10,9.96,0.25, ,1.779
g,-0.04,-0.01,-0.08, ,1.783
r,0.33,0.31,0.62,0.64,1.786
a,-0.14,10.08,0.22, ,1.789
a,-0.14,10.08,0.22, ,1.793
g,-0.01,0.00,-0.07, ,1.796
r,0.33,0.31,0.62,0.64,1.799
g,0.03,0.02,-0.05, ,1.803
r,0.33,0.31,0.62,0.64,1.806
a,-0.14,10.11,0.25, ,1.808
a,-0.10,10.11,0.25, ,1.812
g,0.04,0.02,-0.04, ,1.814
r,0.33,0.31,0.62,0.64,1.817
a,-0.18,10.04,0.29, ,1.820
g,0.03,0.01,-0.04, ,1.823
r,0.33,0.31,0.62,0.64,1.825
a,-0.14,10.04,0.33, ,1.829
a,-0.14,10.11,0.33, ,1.832
g,0.02,0.01,-0.04, ,1.835
r,0.33,0.31,0.62,0.64,1.837
a,-0.14,10.11,0.37, ,1.842
g,0.01,0.01,-0.02, ,1.844
r,0.33,0.31,0.62,0.64,1.849
g,0.01,0.01,-0.01, ,1.852
r,0.33,0.31,0.62,0.64,1.855
a,-0.18,10.00,0.37, ,1.857
a,-0.14,9.89,0.37, ,1.860
g,0.01,0.01,-0.02, ,1.862
r,0.33,0.31,0.62,0.64,1.865
a,-0.10,9.80,0.37, ,1.868
a,-0.14,9.85,0.33, ,1.872
g,0.01,0.01,-0.03, ,1.874
r,0.33,0.31,0.62,0.64,1.877
a,-0.18,9.81,0.29, ,1.880
g,0.02,0.02,-0.04, ,1.883
r,0.33,0.31,0.62,0.64,1.885
a,-0.21,9.89,0.33, ,1.889
g,0.01,0.02,-0.05, ,1.892
r,0.33,0.31,0.62,0.64,1.895
a,-0.18,9.93,0.33, ,1.897
g,0.01,0.02,-0.05, ,1.903
r,0.33,0.31,0.62,0.64,1.907
a,-0.21,10.04,0.37, ,1.912
g,0.03,0.02,-0.05, ,1.914
r,0.33,0.31,0.62,0.64,1.917
a,-0.18,10.15,0.33, ,1.922
g,0.05,0.03,-0.04, ,1.924
r,0.33,0.31,0.62,0.64,1.927
a,-0.18,10.19,0.37, ,1.929
g,0.06,0.04,-0.02, ,1.932
r,0.33,0.31,0.62,0.64,1.935
a,-0.14,10.15,0.41, ,1.938
g,0.05,0.03,0.00, ,1.942
r,0.33,0.31,0.62,0.64,1.945
a,-0.14,10.11,0.45, ,1.947
a,-0.14,10.08,0.45, ,1.950
g,0.05,0.03,0.01, ,1.953
r,0.33,0.31,0.63,0.64,1.956
a,-0.14,10.08,0.41, ,1.958
g,0.04,0.02,0.01, ,1.962
r,0.33,0.31,0.63,0.64,1.965
a,-0.18,10.04,0.33, ,1.969
g,0.02,0.02,0.01, ,1.972
r,0.33,0.31,0.63,0.64,1.975
a,-0.18,9.93,0.37, ,1.977
g,0.01,0.02,0.01, ,1.982
r,0.33,0.31,0.63,0.64,1.985
a,-0.14,9.89,0.37, ,1.988
a,-0.14,9.92,0.41, ,1.991
g,0.02,0.03,-0.00, ,1.993
r,0.33,0.31,0.63,0.64,1.996
a,-0.18,9.96,0.41, ,1.999
g,0.03,0.03,-0.01, ,2.003
r,0.33,0.31,0.63,0.64,2.006
a,-0.18,9.93,0.41, ,2.009
g,0.04,0.02,-0.01, ,2.013
r,0.33,0.31,0.63,0.64,2.015
a,-0.10,9.96,0.33, ,2.018
g,0.03,0.03,-0.01, ,2.023
r,0.33,0.31,0.63,0.64,2.026
a,-0.14,10.00,0.41, ,2.029
a,-0.21,10.04,0.45, ,2.033
g,-0.02,0.03,-0.01, ,2.035
r,0.33,0.31,0.63,0.64,2.038
a,-0.21,10.11,0.48, ,2.042
g,-0.05,0.01,-0.01, ,2.045
r,0.33,0.31,0.63,0.64,2.047
a,-0.18,10.27,0.48, ,2.050
g,-0.08,0.00,-0.00, ,2.054
r,0.33,0.31,0.63,0.64,2.057
a,-0.18,10.27,0.52, ,2.059
g,-0.08,-0.00,0.02, ,2.064
r,0.33,0.31,0.63,0.64,2.066
a,-0.21,10.19,0.60, ,2.070
a,-0.21,10.27,0.60, ,2.073
g,-0.04,-0.02,0.03, ,2.076
r,0.33,0.31,0.63,0.64,2.080
g,-0.01,-0.03,0.05, ,2.085
r,0.33,0.31,0.63,0.64,2.088
a,-0.18,10.15,0.52, ,2.090
a,-0.25,9.96,0.45, ,2.094
g,0.02,-0.04,0.05, ,2.096
r,0.33,0.31,0.62,0.64,2.099
g,0.04,-0.03,0.04, ,2.103
r,0.33,0.31,0.62,0.64,2.106
a,-0.14,9.81,0.18, ,2.108
g,0.03,-0.01,0.02, ,2.113
r,0.33,0.31,0.62,0.64,2.115
